productcategory_id,material_id,outer_diameter,height,weight,heattreatmentcategory_id,heattreatment_temperatures,forming_temperatures,dimension,input_weight,workplace_id,product_id,mes_datetime,value
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:04:00,95.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:05:00,95.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:06:00,95.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:07:00,95.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:08:00,95.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:09:00,95.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:10:00,95.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:11:00,95.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:12:00,95.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:13:00,95.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:14:00,95.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:15:00,95.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:16:00,92.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:17:00,92.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:18:00,92.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:19:00,92.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:20:00,92.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:21:00,92.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:22:00,92.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:23:00,92.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:24:00,92.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:25:00,92.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:26:00,92.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:27:00,92.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:28:00,92.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:29:00,92.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:30:00,92.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:31:00,48.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:32:00,48.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:33:00,48.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:34:00,48.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:35:00,48.0
S6,1.4021,399.0,30.0,511980186835613.0,1.0,,,,0.0,50513.0,25.0,2012-04-16 14:36:00,48.0
